seed,term_id,method,candidate_coverage,zero_result_rate,relevant_product_availability,recall@1,hit_rate@1,precision@1,recall@5,hit_rate@5,precision@5,recall@10,hit_rate@10,precision@10,recall@20,hit_rate@20,precision@20,recall@50,hit_rate@50,precision@50,recall@100,hit_rate@100,precision@100,mrr,map@10,map@100,ndcg@10
42,TERM_76ff09fe,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_e742a4bf,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0
42,TERM_df9fb797,tfidf_combined_enriched,1.0,0.0,1.0,0.2,1.0,1.0,0.6,1.0,0.6,0.8,1.0,0.4,0.8,1.0,0.2,0.8,1.0,0.08,0.8,1.0,0.04,1.0,0.6342857142857143,0.6342857142857143,0.7974049492783576
42,TERM_69e403fd,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_5adc6f77,tfidf_combined_enriched,1.0,0.0,1.0,0.1111111111111111,1.0,1.0,0.5555555555555556,1.0,1.0,0.8888888888888888,1.0,0.8,0.8888888888888888,1.0,0.4,0.8888888888888888,1.0,0.16,0.8888888888888888,1.0,0.08,1.0,0.8888888888888888,0.8888888888888888,0.9292442392789194
42,TERM_cd79dd35,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,1.0,0.2,0.14705882352941177,1.0,0.1,0.35294117647058826,1.0,0.12,0.07692307692307693,0.0,0.047949382794995984,0.0
42,TERM_6299cffa,tfidf_combined_enriched,1.0,0.0,1.0,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.12,1.0,1.0,0.06,1.0,1.0,1.0,1.0
42,TERM_9de4899b,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_8481af2b,tfidf_combined_enriched,1.0,0.0,1.0,0.14285714285714285,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.35,1.0,1.0,0.14,1.0,1.0,0.07,1.0,1.0,1.0,1.0
42,TERM_f6c8c609,tfidf_combined_enriched,1.0,0.0,1.0,0.022727272727272728,1.0,1.0,0.11363636363636363,1.0,1.0,0.18181818181818182,1.0,0.8,0.36363636363636365,1.0,0.8,0.8409090909090909,1.0,0.74,1.0,1.0,0.44,1.0,0.17727272727272728,0.7830095215287791,0.8643145546088337
42,TERM_66cc24f4,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0.4,0.4,1.0,0.2,0.6,1.0,0.15,1.0,1.0,0.1,1.0,1.0,0.05,0.5,0.2333333333333333,0.3413636363636363,0.38356636737133565
42,TERM_1e240fdb,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.3,1.0,1.0,0.14,1.0,1.0,0.07,0.07692307692307693,0.0,0.23043152483665533,0.0
42,TERM_2ad8095b,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,1.0,0.1,0.2,1.0,0.05,0.6,1.0,0.06,0.6,1.0,0.03,0.2,0.04,0.07904761904761906,0.13120507751234178
42,TERM_dcf43633,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0
42,TERM_1fbd94d0,tfidf_combined_enriched,1.0,0.0,1.0,0.2,1.0,1.0,0.8,1.0,0.8,0.8,1.0,0.4,0.8,1.0,0.2,0.8,1.0,0.08,0.8,1.0,0.04,1.0,0.8,0.8,0.8687949224876582
42,TERM_51772210,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0
42,TERM_a2d16cee,tfidf_combined_enriched,1.0,0.0,1.0,0.08333333333333333,1.0,1.0,0.08333333333333333,1.0,0.2,0.08333333333333333,1.0,0.1,0.25,1.0,0.15,0.6666666666666666,1.0,0.16,0.6666666666666666,1.0,0.08,1.0,0.08333333333333333,0.1860105688395162,0.22009176629808017
42,TERM_9fa423bb,tfidf_combined_enriched,1.0,0.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,0.6,0.2727272727272727,1.0,0.3,0.2727272727272727,1.0,0.15,0.6363636363636364,1.0,0.14,0.8181818181818182,1.0,0.09,1.0,0.2727272727272727,0.36647481526652986,0.4690000933206748
42,TERM_bbdc88cf,tfidf_combined_enriched,1.0,0.0,1.0,0.0625,1.0,1.0,0.3125,1.0,1.0,0.625,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.32,1.0,1.0,0.16,1.0,0.625,0.9837863270308124,1.0
42,TERM_ccd2935e,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0
42,TERM_ecd347bb,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,0.75,0.75,0.8772153153380493
42,TERM_857bd626,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.8,0.8571428571428571,1.0,0.6,1.0,1.0,0.35,1.0,1.0,0.14,1.0,1.0,0.07,0.5,0.5726190476190477,0.6440476190476191,0.7050451472304174
42,TERM_bd6e5396,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.08,0.9285714285714286,1.0,0.13,0.029411764705882353,0.0,0.10473931672368622,0.0
42,TERM_9f4ef2d5,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.2,0.2857142857142857,1.0,0.6,0.38095238095238093,1.0,0.4,0.5714285714285714,1.0,0.24,0.6190476190476191,1.0,0.13,0.2,0.12464096749811035,0.23694507298204043,0.4362115423097744
42,TERM_3a10bbbe,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.2,0.5,1.0,0.1,0.5,1.0,0.05,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.16666666666666666,0.1923076923076923,0.3065735963827292
42,TERM_ad974769,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,0.5,0.6388888888888888,0.6388888888888888,0.7328286204777911
42,TERM_1db625de,tfidf_combined_enriched,1.0,0.0,1.0,0.1,1.0,1.0,0.4,1.0,0.8,0.4,1.0,0.4,0.6,1.0,0.3,1.0,1.0,0.2,1.0,1.0,0.1,1.0,0.32166666666666666,0.5365077917709713,0.5100691314582919
42,TERM_7e48904f,tfidf_combined_enriched,1.0,0.0,1.0,0.16666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.12,1.0,1.0,0.06,1.0,0.9583333333333334,0.9583333333333334,0.9876712785649564
42,TERM_7fa84709,tfidf_combined_enriched,1.0,0.0,1.0,0.06666666666666667,1.0,1.0,0.2,1.0,0.6,0.5333333333333333,1.0,0.8,0.8666666666666667,1.0,0.65,1.0,1.0,0.3,1.0,1.0,0.15,1.0,0.4472486772486772,0.773272906717179,0.8200685179888283
42,TERM_58df9d40,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.04,0.2857142857142857,1.0,0.02,0.037037037037037035,0.0,0.014507595152756443,0.0
42,TERM_4a632225,tfidf_combined_enriched,1.0,0.0,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,0.2,0.42857142857142855,1.0,0.3,0.42857142857142855,1.0,0.15,0.8571428571428571,1.0,0.12,1.0,1.0,0.07,1.0,0.23809523809523808,0.33055623621661356,0.4555352795695787
42,TERM_4a053deb,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_60b4617a,tfidf_combined_enriched,1.0,0.0,1.0,0.06666666666666667,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.3,1.0,1.0,0.15,1.0,0.6666666666666666,1.0,1.0
42,TERM_f5a5a7ad,tfidf_combined_enriched,1.0,0.0,1.0,0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.4,0.8333333333333334,1.0,0.25,1.0,1.0,0.12,1.0,1.0,0.06,1.0,0.5916666666666667,0.6911904761904761,0.7409096387260823
42,TERM_31dd9fc6,tfidf_combined_enriched,1.0,0.0,1.0,0.05263157894736842,1.0,1.0,0.10526315789473684,1.0,0.4,0.10526315789473684,1.0,0.2,0.15789473684210525,1.0,0.15,0.21052631578947367,1.0,0.08,0.42105263157894735,1.0,0.08,1.0,0.10526315789473684,0.1364613482855591,0.3589542101716347
42,TERM_10810d73,tfidf_combined_enriched,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,1.0,1.0,1.0,1.0
42,TERM_f9d04596,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.4,0.3888888888888889,1.0,0.7,0.7777777777777778,1.0,0.7,1.0,1.0,0.36,1.0,1.0,0.18,0.3333333333333333,0.21646825396825398,0.6616387711588949,0.5559026721867443
42,TERM_a226227f,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.047619047619047616,1.0,0.2,0.23809523809523808,1.0,0.5,0.38095238095238093,1.0,0.4,0.7142857142857143,1.0,0.3,1.0,1.0,0.21,0.5,0.11035525321239606,0.3767101485470376,0.4263100803427562
42,TERM_9bcceaed,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_f44589ed,tfidf_combined_enriched,1.0,0.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,0.4,0.5714285714285714,1.0,0.4,0.8571428571428571,1.0,0.3,0.8571428571428571,1.0,0.12,0.8571428571428571,1.0,0.06,1.0,0.35714285714285715,0.47023809523809523,0.5778858797137413
42,TERM_110c5944,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.13043478260869565,1.0,0.6,0.2608695652173913,1.0,0.6,0.5217391304347826,1.0,0.6,0.6521739130434783,1.0,0.3,0.6956521739130435,1.0,0.16,0.5,0.16946169772256728,0.41278595127969203,0.5552448576790283
42,TERM_6f9e34cc,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,1.0,1.0,1.0
42,TERM_b6825174,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.02,0.3333333333333333,1.0,0.01,0.04,0.0,0.013333333333333334,0.0
42,TERM_a8d4451e,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.012048192771084338,0.0,0.012048192771084338,0.0
42,TERM_2e6b94c7,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.08823529411764706,1.0,0.6,0.14705882352941177,1.0,0.5,0.38235294117647056,1.0,0.65,1.0,1.0,0.68,1.0,1.0,0.34,0.5,0.08767507002801121,0.6771353896137609,0.4705561169627617
42,TERM_c15dd10b,tfidf_combined_enriched,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,1.0,0.6666666666666666,0.6666666666666666,0.8315546295836225
42,TERM_faea28e9,tfidf_combined_enriched,1.0,0.0,1.0,0.09090909090909091,1.0,1.0,0.18181818181818182,1.0,0.4,0.2727272727272727,1.0,0.3,0.2727272727272727,1.0,0.15,0.45454545454545453,1.0,0.1,0.5454545454545454,1.0,0.06,1.0,0.2159090909090909,0.2559795795476684,0.42838543210841196
42,TERM_1e810787,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.2,0.09090909090909091,1.0,0.1,0.18181818181818182,1.0,0.1,0.45454545454545453,1.0,0.1,0.8181818181818182,1.0,0.09,0.2,0.018181818181818184,0.10273018635626868,0.08514311764162098
42,TERM_9d4914e2,tfidf_combined_enriched,1.0,0.0,1.0,0.09090909090909091,1.0,1.0,0.45454545454545453,1.0,1.0,0.8181818181818182,1.0,0.9,1.0,1.0,0.55,1.0,1.0,0.22,1.0,1.0,0.11,1.0,0.8090909090909091,0.9214646464646464,0.933745776545611
42,TERM_6618d527,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,0.058823529411764705,0.0,0.058823529411764705,0.0
42,TERM_02714707,tfidf_combined_enriched,1.0,0.0,1.0,0.14285714285714285,1.0,1.0,0.7142857142857143,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.35,1.0,1.0,0.14,1.0,1.0,0.07,1.0,1.0,1.0,1.0
42,TERM_a5861232,tfidf_combined_enriched,1.0,0.0,1.0,0.25,1.0,1.0,0.75,1.0,0.6,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.08,1.0,1.0,0.04,1.0,0.7986111111111112,0.7986111111111112,0.9223260797603763
42,TERM_ef7cfdbc,tfidf_combined_enriched,1.0,0.0,1.0,0.03571428571428571,1.0,1.0,0.07142857142857142,1.0,0.4,0.14285714285714285,1.0,0.4,0.32142857142857145,1.0,0.45,0.5714285714285714,1.0,0.32,0.7857142857142857,1.0,0.22,1.0,0.1096938775510204,0.34151936350810713,0.5107164012496701
42,TERM_b11c3f2d,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.04,0.014925373134328358,0.0,0.01695682166442177,0.0
42,TERM_10232bb1,tfidf_combined_enriched,1.0,0.0,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,1.0,0.4,0.42857142857142855,1.0,0.3,0.7142857142857143,1.0,0.25,0.8571428571428571,1.0,0.12,0.8571428571428571,1.0,0.06,1.0,0.2714285714285714,0.38477891156462585,0.4791259392944885
42,TERM_c15857b5,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.375,1.0,0.6,0.375,1.0,0.3,0.375,1.0,0.15,1.0,1.0,0.16,1.0,1.0,0.08,0.5,0.2,0.3249842171717172,0.36637716437781265
42,TERM_8397c3a7,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.05,0.5,1.0,0.02,0.5,1.0,0.01,0.09090909090909091,0.0,0.045454545454545456,0.0
42,TERM_00aae287,tfidf_combined_enriched,1.0,0.0,1.0,0.1,1.0,1.0,0.4,1.0,0.8,0.8,1.0,0.8,1.0,1.0,0.5,1.0,1.0,0.2,1.0,1.0,0.1,1.0,0.6592063492063491,0.8243578643578644,0.8115558478722846
42,TERM_095316c0,tfidf_combined_enriched,1.0,0.0,1.0,0.05263157894736842,1.0,1.0,0.21052631578947367,1.0,0.8,0.42105263157894735,1.0,0.8,0.8421052631578947,1.0,0.8,0.8947368421052632,1.0,0.34,0.8947368421052632,1.0,0.17,1.0,0.37063492063492065,0.7674420608631136,0.8364586133797037
42,TERM_a71d04e9,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5249810332008933
42,TERM_8b06ee0d,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_29ee9c58,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.2,0.5,1.0,0.1,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.16666666666666666,0.24358974358974358,0.3065735963827292
42,TERM_d29ce00c,tfidf_combined_enriched,1.0,0.0,1.0,0.037037037037037035,1.0,1.0,0.18518518518518517,1.0,1.0,0.3333333333333333,1.0,0.9,0.6666666666666666,1.0,0.9,1.0,1.0,0.54,1.0,1.0,0.27,1.0,0.3333333333333333,0.9165019825170312,0.9363792118010483
42,TERM_d583b4a8,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.4,0.2222222222222222,1.0,0.2,0.2222222222222222,1.0,0.1,0.2222222222222222,1.0,0.04,0.3333333333333333,1.0,0.03,0.5,0.12962962962962962,0.13425925925925924,0.26582000527739175
42,TERM_13a1ba94,tfidf_combined_enriched,1.0,0.0,1.0,0.06666666666666667,1.0,1.0,0.26666666666666666,1.0,0.8,0.6,1.0,0.9,1.0,1.0,0.75,1.0,1.0,0.3,1.0,1.0,0.15,1.0,0.5436243386243386,0.9135069560069559,0.9052116356304493
42,TERM_558fadd1,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.2,0.5,1.0,0.1,1.0,1.0,0.1,1.0,1.0,0.04,1.0,1.0,0.02,0.3333333333333333,0.16666666666666666,0.24358974358974358,0.3065735963827292
42,TERM_4f88a923,tfidf_combined_enriched,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,1.0,1.0,0.15,1.0,1.0,0.06,1.0,1.0,0.03,1.0,1.0,1.0,1.0
42,TERM_846c8d5c,tfidf_combined_enriched,1.0,0.0,1.0,0.125,1.0,1.0,0.625,1.0,1.0,0.875,1.0,0.7,1.0,1.0,0.4,1.0,1.0,0.16,1.0,1.0,0.08,1.0,0.8196428571428571,0.8910714285714285,0.903222291229094
42,TERM_814de156,tfidf_combined_enriched,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,1.0,1.0,1.0,1.0
42,TERM_bdf58a70,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.04,1.0,1.0,0.04,0.03333333333333333,0.0,0.05222325832990207,0.0
42,TERM_dac9be03,tfidf_combined_enriched,1.0,0.0,1.0,0.2,1.0,1.0,0.2,1.0,0.2,0.4,1.0,0.2,0.8,1.0,0.2,1.0,1.0,0.1,1.0,1.0,0.05,1.0,0.24,0.3737728937728938,0.4371994911049732
42,TERM_8f505682,tfidf_combined_enriched,1.0,0.0,1.0,0.018867924528301886,1.0,1.0,0.09433962264150944,1.0,1.0,0.18867924528301888,1.0,1.0,0.37735849056603776,1.0,1.0,0.8867924528301887,1.0,0.94,1.0,1.0,0.53,1.0,0.18867924528301888,0.9833387687296917,1.0
42,TERM_a9e65138,tfidf_combined_enriched,1.0,0.0,1.0,0.07692307692307693,1.0,1.0,0.23076923076923078,1.0,0.6,0.5384615384615384,1.0,0.7,0.8461538461538461,1.0,0.55,0.9230769230769231,1.0,0.24,0.9230769230769231,1.0,0.12,1.0,0.42793040293040296,0.6690342720707094,0.741670249010153
42,TERM_f3275c8e,tfidf_combined_enriched,1.0,0.0,1.0,0.047619047619047616,1.0,1.0,0.047619047619047616,1.0,0.2,0.047619047619047616,1.0,0.1,0.047619047619047616,1.0,0.05,0.19047619047619047,1.0,0.08,0.19047619047619047,1.0,0.04,1.0,0.047619047619047616,0.058703201560344406,0.22009176629808017
42,TERM_a31dc2e0,tfidf_combined_enriched,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.4,1.0,1.0,0.2,1.0,1.0,0.08,1.0,1.0,0.04,1.0,1.0,1.0,1.0
42,TERM_4e1b7ed0,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,1.0,0.05,1.0,1.0,0.02,1.0,1.0,0.01,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.3333333333333333
42,TERM_caffb271,tfidf_combined_enriched,1.0,0.0,1.0,0.0,0.0,0.0,0.375,1.0,0.6,0.75,1.0,0.6,0.75,1.0,0.3,0.875,1.0,0.14,0.875,1.0,0.07,0.5,0.4663690476190476,0.4849860688956434,0.6205859458485142
42,TERM_ebb1aff4,tfidf_combined_enriched,1.0,0.0,1.0,0.018867924528301886,1.0,1.0,0.07547169811320754,1.0,0.8,0.11320754716981132,1.0,0.6,0.18867924528301888,1.0,0.5,0.41509433962264153,1.0,0.44,0.4716981132075472,1.0,0.25,1.0,0.09056603773584905,0.2557916938221786,0.6578986223737446
42,TERM_380d26b3,tfidf_combined_enriched,1.0,0.0,1.0,0.058823529411764705,1.0,1.0,0.23529411764705882,1.0,0.8,0.4117647058823529,1.0,0.7,0.5882352941176471,1.0,0.5,1.0,1.0,0.34,1.0,1.0,0.17,1.0,0.3312324929971989,0.5983209894749935,0.7421246259355073
42,TERM_92c3bf86,tfidf_combined_enriched,1.0,0.0,1.0,0.058823529411764705,1.0,1.0,0.17647058823529413,1.0,0.6,0.23529411764705882,1.0,0.4,0.4117647058823529,1.0,0.35,0.8823529411764706,1.0,0.3,1.0,1.0,0.17,1.0,0.1627450980392157,0.44691949860730706,0.48471198902551854
